model,.metric,mean,std_err
enet,mae,7.953532634570978,0.3161986976019651
enet,rmse,9.735641167629426,0.3793024026109947
enet,rsq,NA,NA
rf,mae,7.455942553443742,0.24865166376266917
rf,rmse,8.892003243346446,0.2564607529790166
rf,rsq,0.4307552479168577,0.027874690049129864
xgb,mae,12.13549218893997,0.4478564115747172
xgb,rmse,14.974481842004938,0.5350466737883502
xgb,rsq,0.1844825676719743,0.029518278463458697
